Year,Month,District,Temp_2m,Precip,MaxTemp_2m,MinTemp_2m,Humidity_2m,Pressure
2000,1,Chitawan,14.55,1.3,22.364516129032257,9.448709677419355,2.6129032258064515,92.66096774193548
2000,2,Chitawan,15.033448275862067,2.19,22.72379310344828,9.38103448275862,2.8641379310344828,92.52413793103447
2000,3,Chitawan,20.756774193548388,2.61,28.93,13.723225806451614,2.575806451612903,92.29096774193548
2000,4,Chitawan,27.340333333333334,3.17,35.532666666666664,19.493666666666662,3.843333333333333,91.88833333333334
2000,5,Chitawan,28.94193548387097,62.45,34.89806451612903,23.256129032258062,11.17,91.7958064516129
2000,6,Chitawan,27.449,162.41,31.920666666666666,23.39466666666667,16.191,91.59566666666666
2000,7,Chitawan,,179.69,29.95967741935484,23.114516129032257,18.39,91.5548387096774
2000,8,Chitawan,25.83290322580645,199.13,29.63774193548387,22.616129032258065,18.091290322580647,91.6948387096774
2000,9,Chitawan,23.784666666666663,138.43,27.31433333333333,21.003,16.61733333333333,92.00566666666668
2000,10,Chitawan,,,28.889032258064518,18.431290322580644,10.750967741935485,92.34225806451612
2000,11,Chitawan,18.736,4.25,25.622,14.479,6.411333333333333,92.64833333333333
2000,12,Chitawan,14.646129032258065,0.03,22.128064516129037,10.294193548387096,3.6312903225806448,92.74193548387096
2001,1,Chitawan,13.418387096774197,0.24,21.33677419354839,8.48967741935484,2.9035483870967744,92.59
2001,2,Chitawan,17.329642857142858,0.17,25.665357142857143,11.455714285714285,2.619642857142857,92.43714285714286
2001,3,Chitawan,21.69032258064516,6.93,30.015483870967746,14.754516129032258,2.916129032258065,92.37096774193547
2001,4,Chitawan,,7.24,34.47933333333334,19.302333333333333,4.714,92.14466666666668
2001,5,Chitawan,28.691290322580645,53.85,34.60645161290322,22.991612903225807,11.134193548387096,91.75935483870968
2001,6,Chitawan,28.40266666666667,84.46,33.351,24.012,15.686000000000002,91.505
2001,7,Chitawan,27.732903225806453,161.12,32.2683870967742,23.99387096774193,17.662258064516127,91.56645161290322
2001,8,Chitawan,26.585483870967742,181.67,30.60903225806452,23.20935483870968,18.193548387096776,91.74806451612903
2001,9,Chitawan,24.069666666666667,156.26,27.77133333333333,21.128,16.664666666666665,92.08833333333334
2001,10,Chitawan,22.39935483870968,27.68,27.642258064516128,18.49387096774193,12.057096774193548,92.44354838709675
2001,11,Chitawan,18.751,0.55,25.567666666666664,14.565666666666663,6.5840000000000005,92.78733333333334
2001,12,Chitawan,14.328064516129032,0.0,21.430967741935483,10.06516129032258,4.066774193548387,92.97838709677418
2002,1,Chitawan,,13.65,20.635806451612904,9.48,4.1574193548387095,92.80322580645162
2002,2,Chitawan,17.005714285714284,12.51,25.01892857142857,11.418928571428571,3.9417857142857136,92.83214285714288
2002,3,Chitawan,21.96677419354839,16.78,29.90741935483871,15.33516129032258,4.254516129032258,92.42548387096774
2002,4,Chitawan,26.854,3.7,34.455333333333336,19.614,5.367666666666667,92.10933333333334
2002,5,Chitawan,28.22322580645161,,34.57741935483871,22.286774193548386,10.577419354838709,91.77645161290324
2002,6,Chitawan,29.093,75.9,34.56033333333333,23.96433333333333,14.256333333333334,91.627
2002,7,Chitawan,28.718064516129036,,33.92290322580645,24.321290322580648,15.858387096774194,91.46290322580644
2002,8,Chitawan,27.026129032258066,54.95,31.78322580645161,23.198387096774194,16.918709677419354,91.75935483870968
2002,9,Chitawan,25.787666666666667,73.42,30.991333333333333,21.758666666666667,14.624,92.163
2002,10,Chitawan,23.137096774193548,17.83,29.30161290322581,18.18870967741936,9.853870967741935,92.49741935483873
2002,11,Chitawan,19.441333333333333,0.1999999999999999,26.72233333333333,14.465666666666667,5.5343333333333335,92.69866666666668
2002,12,Chitawan,15.19,13.78,22.574838709677422,10.563548387096777,3.61258064516129,92.79193548387096
2003,1,Chitawan,13.036774193548387,5.79,20.7041935483871,8.266774193548386,3.374516129032258,92.89903225806452
2003,2,Chitawan,15.791071428571428,38.21,22.94428571428572,10.627857142857142,5.0075,92.72357142857145
2003,3,Chitawan,20.49516129032258,1.65,28.056129032258063,13.992903225806453,4.839354838709678,92.46903225806452
2003,4,Chitawan,27.237,9.83,34.843333333333334,19.953,4.79,92.17
2003,5,Chitawan,28.68935483870968,,35.78193548387097,21.390967741935484,6.465806451612903,91.85935483870968
2003,6,Chitawan,29.40533333333333,90.24,34.85566666666667,24.39,13.113,91.45866666666667
2003,7,Chitawan,26.776129032258066,167.66,30.991612903225807,23.22483870967742,17.85967741935484,91.73645161290322
2003,8,Chitawan,26.767096774193547,99.02,31.02548387096774,23.30516129032258,17.978387096774195,91.77548387096776
2003,9,Chitawan,25.56233333333333,65.5,29.833666666666662,22.26033333333333,16.491,92.025
2003,10,Chitawan,,23.75,29.8141935483871,18.45387096774194,9.713225806451613,92.50225806451614
2003,11,Chitawan,18.436333333333334,0.0,25.512666666666668,13.461666666666668,5.993333333333334,92.74566666666666
2003,12,Chitawan,14.737741935483871,8.84,21.846129032258062,10.12451612903226,4.487096774193549,92.91838709677418
2004,1,Chitawan,13.42,27.89,20.35483870967742,8.810645161290322,4.403870967741936,92.77709677419357
2004,2,Chitawan,16.264137931034483,0.05,23.91379310344828,10.763448275862068,4.152413793103448,92.6444827586207
2004,3,Chitawan,23.156774193548387,13.49,31.516774193548382,16.106451612903225,4.265483870967741,92.30870967741936
2004,4,Chitawan,26.26833333333333,106.7,33.11066666666667,19.97533333333333,7.352,92.08066666666669
2004,5,Chitawan,27.588387096774195,89.83,33.98,21.448064516129037,10.487741935483871,91.78903225806452
