,Precip
2020-01-31,9.615142502608933
2020-02-29,15.996789446978475
2020-03-31,19.073131847363967
2020-04-30,30.687669703765422
2020-05-31,76.31440301618285
2020-06-30,138.02283178461624
2020-07-31,229.10295600906562
2020-08-31,209.974775689531
2020-09-30,138.8797908260123
2020-10-31,38.421001418509604
2020-11-30,2.6639074670228524
2020-12-31,3.246508971552089
2021-01-31,5.909805932097299
2021-02-28,12.245798348658504
2021-03-31,15.276486221235658
2021-04-30,26.845369549828774
2021-05-31,72.42644833443786
2021-06-30,134.08922257506293
2021-07-31,225.123692271704
2021-08-31,205.94985742436097
2021-09-30,134.80921803303397
2021-10-31,34.30477409772294
2021-11-30,-1.4979743815721633
2021-12-31,-0.9610274048512508
2022-01-31,1.656615027885607
2022-02-28,7.946952916638459
2022-03-31,10.931986261407289
2022-04-30,22.455215062192067
2022-05-31,67.99063931899283
2022-06-30,129.60775903180954
2022-07-31,220.59657420064227
2022-08-31,201.37708482549093
2022-09-30,130.1907909063556
2022-10-31,29.64069244323622
2022-11-30,-6.207710563867209
2022-12-31,-5.716418114954649
2023-01-31,-3.1444302100261154
2023-02-28,3.100253150918384
2023-03-31,6.03963196787889
2023-04-30,17.517206240855344
2023-05-31,63.00697596984776
2023-06-30,124.57844115485614
2023-07-31,215.5216017958805
2023-08-31,196.25645789292085
2023-09-30,125.02450944597717
2023-10-31,24.428756455049466
2023-11-30,-11.465301079862286
2023-12-31,-11.019663158758078
2024-01-31,-8.493329781637868
2024-02-29,-2.2943009485017214
2024-03-31,0.5994233406504605
2024-04-30,12.031343085818563
2024-05-31,57.47545828700265
2024-06-30,119.00126894420268
2024-07-31,209.89877505741873
2024-08-31,190.58797662665071
2024-09-30,119.31037365189871
2024-10-31,18.668966133162655
2024-11-30,-17.27074592955742
2024-12-31,-16.870762536261537
2025-01-31,-14.390083686949708
2025-02-28,-8.236709381621857
2025-03-31,-5.388639620278028
2025-04-30,5.9976255970817505
2025-05-31,51.39608627045749
2025-06-30,112.87624239984919
2025-07-31,203.7280939852569
2025-08-31,184.37164102668055
2025-09-30,113.0483835241202
2025-10-31,12.361321477575814
2025-11-30,-23.624045112952615
2025-12-31,-23.269716247465055
2026-01-31,-20.83469192596155
2026-02-28,-14.726972148442051
2026-03-31,-11.924556914906546
2026-04-30,-0.5839462253551204
2026-05-31,44.76885992021229
2026-06-30,106.20336152179564
2026-07-31,197.00955857939502
2026-08-31,177.60745109301033
2026-09-30,106.23853906264162
2026-10-31,5.5058224882889135
2026-11-30,-30.52519863004784
2026-12-31,-30.216524292368632
