,Precip
2020-01-31,19.345860612979664
2020-02-29,27.082795461909043
2020-03-31,30.981423084939564
2020-04-30,44.99813821891326
2020-05-31,97.01425665330389
2020-06-30,175.48146259863773
2020-07-31,273.5918613180727
2020-08-31,244.01995281160868
2020-09-30,166.36118444766686
2020-10-31,48.87931938414196
2020-11-30,12.231383936823434
2020-12-31,13.024746526763863
2021-01-31,16.51980189080544
2021-02-28,24.211050028948094
2021-03-31,28.063990941191875
2021-04-30,42.035019364378876
2021-05-31,94.00545108798273
2021-06-30,172.42697032252983
2021-07-31,270.491682331178
2021-08-31,240.87408711392732
2021-09-30,163.1696320391988
2021-10-31,45.642080264887134
2021-11-30,8.948458106781871
2021-12-31,9.69613398593556
2022-01-31,13.145502639190425
2022-02-28,20.791064066546355
2022-03-31,24.598318268003396
2022-04-30,38.52365998040364
2022-05-31,90.44840499322078
2022-06-30,168.82423751698113
2022-07-31,266.84326281484266
2022-08-31,237.17998088680514
2022-09-30,159.4298391012899
2022-10-31,41.85660061619151
2022-11-30,5.117291747299518
2022-12-31,5.819280915666482
2023-01-31,9.222962858134593
2023-02-28,16.822837574703797
2023-03-31,20.584405065374085
2023-04-30,34.46406006698761
2023-05-31,86.34311836901799
2023-06-30,164.67326418199164
2023-07-31,262.64660276906636
2023-08-31,232.93763413024215
2023-09-30,155.14180563394018
2023-10-31,37.52288043805506
2023-11-30,0.7378848583763187
2023-12-31,1.3941873159565858
2024-01-31,4.752182547637943
2024-02-29,12.306370553420393
2024-03-31,16.022251333303956
2024-04-30,29.856219624130752
2024-05-31,81.68959121537443
2024-06-30,159.9740503175613
2024-07-31,257.90170219384936
2024-08-31,228.14704684423836
2024-09-30,150.30553163714964
2024-10-31,32.640919730477826
2024-11-30,-4.18976255998767
2024-12-31,-3.579146813194157
2025-01-31,-0.26683829229952494
2025-02-28,7.2416630026962
2025-03-31,10.911857071793065
2025-04-30,24.70013865183308
2025-05-31,76.48782353229004
2025-06-30,154.72659592369018
2025-07-31,252.60856108919145
2025-08-31,222.80821902879376
2025-09-30,144.9210171109183
2025-10-31,27.210718493459744
2025-11-30,-9.665650507792478
2025-12-31,-9.10072147178569
2026-01-31,-5.834099661677811
2026-02-28,1.6287149225311879
2026-03-31,5.253222280841328
2026-04-30,18.995817150094616
2026-05-31,70.73781531976482
2026-06-30,148.9309010003782
2026-07-31,246.76717945509276
2026-08-31,216.92115068390837
2026-09-30,138.98826205524617
2026-10-31,21.232276727000873
2026-11-30,-15.689778985038132
2026-12-31,-15.170536659818069
